ID,Title,Author,Publication Date,Language,LoC Class,Subjects,Link
6124,"Pamela, or Virtue Rewarded by Samuel Richardson (49)","Richardson, Samuel, 1689-1761","Jul 1, 2004",English,PR: Language and Literatures: English literature,"Didactic fiction, England -- Fiction, Epistolary fiction, Master and servant -- Fiction, Kidnapping victims -- Fiction, Virtue -- Fiction, Women household employees -- Fiction",https://www.gutenberg.org/ebooks/6124
51,Anne of the Island by L. M.  Montgomery (49),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/51
1430,Beautiful Stories from Shakespeare by E.  Nesbit and William Shakespeare (48),"Nesbit, E. (Edith), 1858-1924","Aug 1, 1998",English,PZ: Language and Literatures: Juvenile belles lettres,"Children's literature, Shakespeare, William, 1564-1616 -- Stories, plots, etc. -- Juvenile literature",https://www.gutenberg.org/ebooks/1430
28885,Alice's Adventures in Wonderland by Lewis Carroll (48),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/28885
6688,The Mill on the Floss by George Eliot (48),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/6688
72274,A song-bird by Eleanora H. Stooke (48),"Stooke, Eleanora H.","Dec 1, 2023",English,PZ: Language and Literatures: Juvenile belles lettres,"Christian life -- Juvenile fiction, Conduct of life -- Juvenile fiction, England -- Juvenile fiction, Girls -- Juvenile fiction",https://www.gutenberg.org/ebooks/72274
62,A Princess of Mars by Edgar Rice Burroughs (48),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/62
583,The Woman in White by Wilkie Collins (48),"Collins, Wilkie, 1824-1889","Jul 1, 1996",English,PR: Language and Literatures: English literature,"Inheritance and succession -- Fiction, England -- Fiction, Psychological fiction, Love stories, Country homes -- Fiction, Gothic fiction, Nobility -- Fiction, Deception -- Fiction, Art teachers -- Fiction, Psychiatric hospital patients -- Fiction",https://www.gutenberg.org/ebooks/583
15725,Doña Perfecta by Benito Pérez Galdós (48),"Pérez Galdós, Benito, 1843-1920","Apr 28, 2005",English,"PQ: Language and Literatures: Romance literatures: French, Italian, Spanish, Portuguese","Married women -- Fiction, Spanish language -- Readers, Spain -- Social life and customs -- 19th century -- Fiction, Religion and politics -- Spain -- History -- 19th century -- Fiction, Liberalism -- Spain -- History -- 19th century -- Fiction, Social conflict -- Spain -- History -- 19th century -- Fiction",https://www.gutenberg.org/ebooks/15725
36205,Η Φόνισσα by Alexandros Papadiamantes (48),"Papadiamantes, Alexandros, 1851-1911","May 23, 2011",Greek,PA: Language and Literatures: Classical Languages and Literature,"Greek fiction, Modern, Women peasants -- Greece -- Skiathos Island -- Psychology -- Fiction, Women murderers -- Greece -- Skiathos Island -- Fiction, Skiathos Island (Greece) -- Social conditions -- Fiction",https://www.gutenberg.org/ebooks/36205
31591,Language of Flowers by Kate Greenaway (48),"Greenaway, Kate, 1846-1901","Mar 10, 2010",English,"GR: Geography, Anthropology, Recreation: Folklore","Flowers -- Poetry, Flower language",https://www.gutenberg.org/ebooks/31591
6157,"What Men Live By, and Other Tales by graf Leo Tolstoy (47)","Tolstoy, Leo, graf, 1828-1910","Jul 1, 2004",English,"PG: Language and Literatures: Slavic (including Russian), Languages and Literature","Russia -- Fiction, Peasants -- Russia -- Fiction",https://www.gutenberg.org/ebooks/6157
1695,The Man Who Was Thursday: A Nightmare by G. K.  Chesterton (47),"Chesterton, G. K. (Gilbert Keith), 1874-1936","Apr 1, 1999",English,PR: Language and Literatures: English literature,"Fantasy fiction, Detective and mystery stories, London (England) -- Fiction, Anarchists -- Fiction, Allegories, Police -- Fiction",https://www.gutenberg.org/ebooks/1695
3178,The Gilded Age: A Tale of Today by Mark Twain and Charles Dudley Warner (47),"Twain, Mark, 1835-1910","Jun 21, 2004",English,PS: Language and Literatures: American and Canadian literature,"Satire, Political fiction, Washington (D.C.) -- Fiction, Legislators -- Fiction, Speculation -- Fiction, Political corruption -- Fiction, Businessmen -- Fiction",https://www.gutenberg.org/ebooks/3178
31,Plays of Sophocles: Oedipus the King; Oedipus at Colonus; Antigone by Sophocles (47),"Sophocles, 495? BCE-406 BCE","Mar 8, 2006",English,PA: Language and Literatures: Classical Languages and Literature,"Tragedies, Antigone (Mythological character) -- Drama, Oedipus (Greek mythological figure) -- Drama, Greek drama (Tragedy) -- Translations into English",https://www.gutenberg.org/ebooks/31
1170,Anabasis by Xenophon (47),"Xenophon, 431 BCE-350? BCE","Jan 1, 1998",English,DF: History: General and Eastern Hemisphere: Greece,"Classical literature, Iran -- History -- To 640, Cyrus, the Younger, approximately 423 B.C.-401 B.C., Greece -- History -- Expedition of Cyrus, 401 B.C.",https://www.gutenberg.org/ebooks/1170
22566,Dorothy and the Wizard in Oz by L. Frank  Baum (47),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/22566
28521,The Power of Mesmerism by Anonymous (47),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/28521
65661,Der Zauberberg. Erster Band by Thomas Mann (47),"Mann, Thomas, 1875-1955","Jun 21, 2021",German,"PT: Language and Literatures: Germanic, Scandinavian, and Icelandic literatures","Germany -- Fiction, Sanatoriums -- Fiction",https://www.gutenberg.org/ebooks/65661
805,This Side of Paradise by F. Scott  Fitzgerald (47),"Fitzgerald, F. Scott (Francis Scott), 1896-1940","Feb 1, 1997",English,PS: Language and Literatures: American and Canadian literature,"Love stories, Bildungsromans, Young men -- Fiction, Children of the rich -- Fiction, Advertising -- Fiction, College students -- Fiction, World War, 1914-1918 -- Veterans -- Fiction",https://www.gutenberg.org/ebooks/805
1658,Phaedo by Plato (47),"Plato, 427? BCE-347? BCE","Mar 1, 1999",English,"B: Philosophy, Psychology, Religion","Classical literature, Immortality (Philosophy) -- Early works to 1800",https://www.gutenberg.org/ebooks/1658
4039,"Volpone; Or, The Fox by Ben Jonson (47)","Jonson, Ben, 1573?-1637","May 1, 2003",English,PR: Language and Literatures: English literature,"English drama (Comedy), Satire, English, Inheritance and succession -- Drama, English drama -- 17th century, Venice (Italy) -- Drama, Extortion -- Drama",https://www.gutenberg.org/ebooks/4039
204,The Innocence of Father Brown by G. K.  Chesterton (47),"Chesterton, G. K. (Gilbert Keith), 1874-1936","Jul 9, 2008",English,PR: Language and Literatures: English literature,"England -- Fiction, Clergy -- Fiction, Detective and mystery stories, English, Catholics -- Fiction, Brown, Father (Fictitious character) -- Fiction",https://www.gutenberg.org/ebooks/204
10741,The Essays of Arthur Schopenhauer: the Wisdom of Life by Arthur Schopenhauer (47),"Schopenhauer, Arthur, 1788-1860","Jan 1, 2004",English,"B: Philosophy, Psychology, Religion","Conduct of life, Maxims",https://www.gutenberg.org/ebooks/10741
3177,Roughing It by Mark Twain (46),"Twain, Mark, 1835-1910","Jul 3, 2004",English,PS: Language and Literatures: American and Canadian literature,"West (U.S.) -- Description and travel, Hawaii -- Description and travel, Twain, Mark, 1835-1910 -- Travel -- West (U.S.), Authors, American -- Homes and haunts -- West (U.S.), West (U.S.) -- Intellectual life -- 19th century",https://www.gutenberg.org/ebooks/3177
24878,"Lucy Maud Montgomery Short Stories, 1909 to 1922 by L. M.  Montgomery (46)","Montgomery, L. M. (Lucy Maud), 1874-1942","Mar 19, 2008",English,PS: Language and Literatures: American and Canadian literature,"Short stories, Canadian",https://www.gutenberg.org/ebooks/24878
70516,Now we are six by A. A.  Milne (46),"Milne, A. A. (Alan Alexander), 1882-1956","Apr 9, 2023",English,PZ: Language and Literatures: Juvenile belles lettres,"Children's poetry, English",https://www.gutenberg.org/ebooks/70516
56463,"Bacon's Essays, and Wisdom of the Ancients by Francis Bacon (46)",Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/56463
14209,The Kybalion by Three Initiates (46),"Three Initiates, 1862-1932","Nov 29, 2004",English,"BF: Philosophy, Psychology, Religion: Psychology, Philosophy, Psychoanalysis","Occultism, Hermetism",https://www.gutenberg.org/ebooks/14209
2040,Confessions of an English Opium-Eater by Thomas De Quincey (46),"De Quincey, Thomas, 1785-1859","Jan 1, 2000",English,PR: Language and Literatures: English literature,"Opium abuse -- England, Authors, English -- 19th century -- Biography, De Quincey, Thomas, 1785-1859, Drug addicts -- Great Britain -- Biography",https://www.gutenberg.org/ebooks/2040
72279,"Ornithological biography, Vol. 4 (of 5) : by John James Audubon (46)","Audubon, John James, 1785-1851","Dec 2, 2023",English,QL: Science: Zoology,Birds -- North America,https://www.gutenberg.org/ebooks/72279
4099,The Angel in the House by Coventry Patmore (46),"Patmore, Coventry, 1823-1896","May 1, 2003",English,PR: Language and Literatures: English literature,"Husband and wife -- Poetry, Women -- Conduct of life -- Poetry, Marriage -- Poetry",https://www.gutenberg.org/ebooks/4099
3174,A Dog's Tale by Mark Twain (46),"Twain, Mark, 1835-1910","Jun 1, 2004",English,PS: Language and Literatures: American and Canadian literature,Dogs -- Fiction,https://www.gutenberg.org/ebooks/3174
47276,"Gli eretici d'Italia, vol. I by Cesare Cantù (46)","Cantù, Cesare, 1804-1895","Nov 3, 2014",Italian,"BT: Philosophy, Psychology, Religion: Christianity: Doctrinal theology, God, Christology","Christian heretics, Christian heresies, Christian sects -- Italy, Reformation -- Italy",https://www.gutenberg.org/ebooks/47276
969,The Tenant of Wildfell Hall by Anne Brontë (46),"Brontë, Anne, 1820-1849","Jul 1, 1997",English,PR: Language and Literatures: English literature,"England -- Social life and customs -- 19th century -- Fiction, England -- Fiction, Domestic fiction, Landlord and tenant -- Fiction, Married women -- Fiction, Alcoholics -- Fiction",https://www.gutenberg.org/ebooks/969
49513,The Complete Herbal by Nicholas Culpeper (46),"Culpeper, Nicholas, 1616-1654","Jul 24, 2015",English,RS: Medicine: Pharmacy and materia medica,"Botany, Medical, Materia medica, Vegetable, Medicinal plants -- England, Botany, Medical -- England, Herbs -- Therapeutic use, Medicinal plants",https://www.gutenberg.org/ebooks/49513
155,The Moonstone by Wilkie Collins (45),"Collins, Wilkie, 1824-1889","Jan 12, 2006",English,PR: Language and Literatures: English literature,"England -- Fiction, Country homes -- Fiction, Police -- England -- Fiction, Jewelry theft -- Fiction, East Indians -- England -- Fiction, Mystery fiction",https://www.gutenberg.org/ebooks/155
57342,The Lives and Opinions of Eminent Philosophers by Diogenes Laertius (45),Diogenes Laertius,"Jun 16, 2018",English,"B: Philosophy, Psychology, Religion","Philosophy, Ancient, Philosophers, Ancient -- Biography",https://www.gutenberg.org/ebooks/57342
8710,"The Doré Bible Gallery, Complete (45)",Unknown,"Jul 29, 2004",English,N: Fine Arts,Bible -- Illustrations,https://www.gutenberg.org/ebooks/8710
15210,Darkwater: Voices from Within the Veil by W. E. B.  Du Bois (45),"Du Bois, W. E. B. (William Edward Burghardt), 1868-1963","Feb 28, 2005",English,E151: History: America: United States,"African Americans, United States -- Race relations",https://www.gutenberg.org/ebooks/15210
13529,"The Influence of Sea Power Upon History, 1660-1783 by A. T.  Mahan (45)","Mahan, A. T. (Alfred Thayer), 1840-1914","Sep 26, 2004",English,D: History: General and Eastern Hemisphere,"Sea-power, Naval history, Modern",https://www.gutenberg.org/ebooks/13529
13549,The Art of War by baron de Antoine Henri Jomini (45),"Jomini, Antoine Henri, baron de, 1779-1869","Sep 28, 2004",English,U: Military science,Military art and science,https://www.gutenberg.org/ebooks/13549
503,The Blue Fairy Book by Andrew Lang (45),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/503
3268,The Mysteries of Udolpho by Ann Ward Radcliffe (45),"Radcliffe, Ann Ward, 1764-1823","Jun 1, 2002",English,PR: Language and Literatures: English literature,"Orphans -- Fiction, Horror tales, Inheritance and succession -- Fiction, Young women -- Fiction, Gothic fiction, Guardian and ward -- Fiction, Castles -- Fiction, Italy -- Fiction",https://www.gutenberg.org/ebooks/3268
599,Vanity Fair by William Makepeace Thackeray (45),"Thackeray, William Makepeace, 1811-1863","Jul 1, 1996",English,PR: Language and Literatures: English literature,"Satire, England -- Fiction, Married women -- Fiction, Female friendship -- Fiction, Social classes -- Fiction, British -- Europe -- Fiction, Waterloo, Battle of, Waterloo, Belgium, 1815 -- Fiction",https://www.gutenberg.org/ebooks/599
8419,"The Journals of Lewis and Clark, 1804-1806 by William Clark and Meriwether Lewis (45)","Clark, William, 1770-1838","Jul 1, 2005",English,F590.3: United States local history: The West. Trans-Mississippi Region. Great Plains,"West (U.S.) -- Description and travel, Lewis, Meriwether, 1774-1809, Clark, William, 1770-1838, Lewis and Clark Expedition (1804-1806), Missouri River -- Description and travel, Columbia River -- Description and travel, West (U.S.) -- History -- To 1848",https://www.gutenberg.org/ebooks/8419
46725,"La plebe, parte III by Vittorio Bersezio (45)",Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/46725
8300,"The Bible, Douay-Rheims, Complete (45)",Unknown,"Dec 17, 2004",English,"BS: Philosophy, Psychology, Religion: Christianity: The Bible, Old and New Testament",Bible,https://www.gutenberg.org/ebooks/8300
22456,The Aeneid of Virgil by Virgil (45),"Virgil, 70 BCE-19 BCE","Aug 29, 2007",English,PA: Language and Literatures: Classical Languages and Literature,"Aeneas (Legendary character) -- Poetry, Epic poetry, Latin -- Translations into English",https://www.gutenberg.org/ebooks/22456
41343,"Encyclopaedia Britannica, 11th Edition, ""Italy"" to ""Jacobite Church"" by Various (44)",Various,"Nov 10, 2012",English,AE: General Works: Encyclopedias,Encyclopedias and dictionaries,https://www.gutenberg.org/ebooks/41343
17405,The Art of War by active 6th century B.C. Sunzi (44),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/17405
32032,Second Variety by Philip K. Dick (44),"Dick, Philip K., 1928-1982","Apr 17, 2010",English,PS: Language and Literatures: American and Canadian literature,"Science fiction, War stories, Robots -- Fiction",https://www.gutenberg.org/ebooks/32032
19797,Dracula by Bram Stoker (44),"Stoker, Bram, 1847-1912","Nov 15, 2006",English,PR: Language and Literatures: English literature,"Horror tales, Epistolary fiction, Gothic fiction, Vampires -- Fiction, Dracula, Count (Fictitious character) -- Fiction, Transylvania (Romania) -- Fiction, Whitby (England) -- Fiction",https://www.gutenberg.org/ebooks/19797
1238,The City of Dreadful Night by James Thomson (44),"Thomson, James, 1834-1882","Mar 1, 1998",English,PR: Language and Literatures: English literature,English poetry,https://www.gutenberg.org/ebooks/1238
71865,Mrs. Dalloway by Virginia Woolf (44),"Woolf, Virginia, 1882-1941","Oct 13, 2023",English,PR: Language and Literatures: English literature,"London (England) -- Fiction, Psychological fiction, Domestic fiction, Married women -- Fiction, Triangles (Interpersonal relations) -- Fiction, Suicide victims -- Fiction, Middle-aged women -- Fiction",https://www.gutenberg.org/ebooks/71865
47001,De Officiis by Marcus Tullius Cicero (44),"Cicero, Marcus Tullius, 106 BCE-43 BCE","Sep 29, 2014",English,PA: Language and Literatures: Classical Languages and Literature,Ethics -- Early works to 1800,https://www.gutenberg.org/ebooks/47001
14244,The Romance of Tristan and Iseult by Joseph Bédier (44),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/14244
12814,Philippine Folk Tales (44),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/12814
12753,The Legends of King Arthur and His Knights by Sir James Knowles and Sir Thomas Malory (44),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/12753
54824,"The Secret Doctrine, Vol. 1 of 4 by H. P.  Blavatsky (44)","Blavatsky, H. P. (Helena Petrovna), 1831-1891","Jun 1, 2017",English,"BP: Philosophy, Psychology, Religion: Islam, Bahaism, Theosophy, Other and new beliefs",Theosophy,https://www.gutenberg.org/ebooks/54824
940,The Last of the Mohicans; A narrative of 1757 by James Fenimore Cooper (43),"Cooper, James Fenimore, 1789-1851","Feb 5, 2006",English,PS: Language and Literatures: American and Canadian literature,"Historical fiction, War stories, United States -- History -- French and Indian War, 1754-1763 -- Fiction, Adventure stories, Frontier and pioneer life -- Fiction, Bumppo, Natty (Fictitious character) -- Fiction, Mohegan Indians -- Fiction",https://www.gutenberg.org/ebooks/940
14005,The Ladies Delight by Anonymous (43),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/14005
13,The Hunting of the Snark: An Agony in Eight Fits by Lewis Carroll (43),"Carroll, Lewis, 1832-1898","Jun 25, 2008",English,PR: Language and Literatures: English literature,"Nonsense verses, English",https://www.gutenberg.org/ebooks/13
19033,Alice's Adventures in Wonderland by Lewis Carroll (43),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/19033
4,Lincoln's Gettysburg Address by Abraham Lincoln (43),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/4
8299,Filipino Popular Tales (43),Unknown,"Jun 1, 2005",English,"GR: Geography, Anthropology, Recreation: Folklore","Folklore -- Philippines, Tales -- Philippines",https://www.gutenberg.org/ebooks/8299
63357,"Motion pictures and filmstrips, January-June 1970 : by Library of Congress. Copyright Office (43)",Library of Congress. Copyright Office,"Oct 1, 2020",English,"PN: Language and Literatures: Literature: General, Criticism, Collections",Motion pictures -- Catalogs,https://www.gutenberg.org/ebooks/63357
59112,R.U.R. (Rossum's Universal Robots) by Karel Čapek (43),"Čapek, Karel, 1890-1938","Mar 22, 2019",English,"PG: Language and Literatures: Slavic (including Russian), Languages and Literature","Robots -- Drama, Science fiction plays, Czech drama -- Translations into English",https://www.gutenberg.org/ebooks/59112
26654,Peter and Wendy by J. M.  Barrie (43),"Barrie, J. M. (James Matthew), 1860-1937","Sep 18, 2008",English,PR: Language and Literatures: English literature,"Fantasy literature, Peter Pan (Fictitious character) -- Fiction, Never-Never Land (Imaginary place) -- Fiction, Pirates -- Fiction, Fairies -- Fiction",https://www.gutenberg.org/ebooks/26654
77,The House of the Seven Gables by Nathaniel Hawthorne (43),"Hawthorne, Nathaniel, 1804-1864","Aug 1, 1993",English,PS: Language and Literatures: American and Canadian literature,"Historical fiction, Domestic fiction, Paranormal fiction, Haunted houses -- Fiction, Salem (Mass.) -- Fiction",https://www.gutenberg.org/ebooks/77
974,The Secret Agent: A Simple Tale by Joseph Conrad (43),"Conrad, Joseph, 1857-1924","Jul 1, 1997",English,PR: Language and Literatures: English literature,"London (England) -- Fiction, Political fiction, Conspiracies -- Fiction, Anarchists -- Fiction, Bombings -- Fiction",https://www.gutenberg.org/ebooks/974
72248,Boy meets dyevitza by Robert F. Young (43),"Young, Robert F., 1915-1986","Nov 28, 2023",English,PS: Language and Literatures: American and Canadian literature,"Science fiction, Short stories, Love stories, Human-alien encounters -- Fiction, Outer space -- Exploration -- Fiction, Venus (Planet) -- Fiction, Cold War -- Fiction",https://www.gutenberg.org/ebooks/72248
2650,Du côté de chez Swann by Marcel Proust (43),"Proust, Marcel, 1871-1922","May 1, 2001",French,"PQ: Language and Literatures: Romance literatures: French, Italian, Spanish, Portuguese","Autobiographical fiction, Villages -- France -- Fiction, France -- Social life and customs -- 19th century -- Fiction",https://www.gutenberg.org/ebooks/2650
20480,Palmistry for All by Cheiro (43),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/20480
5682,Fundamental Principles of the Metaphysic of Morals by Immanuel Kant (43),"Kant, Immanuel, 1724-1804","May 1, 2004",English,"B: Philosophy, Psychology, Religion","Ethics, Philosophy, German",https://www.gutenberg.org/ebooks/5682
1450,Pollyanna by Eleanor H.  Porter (43),"Porter, Eleanor H. (Eleanor Hodgman), 1868-1920","Sep 1, 1998",English,PZ: Language and Literatures: Juvenile belles lettres,"Orphans -- Juvenile fiction, Conduct of life -- Juvenile fiction, Aunts -- Juvenile fiction, Cheerfulness -- Juvenile fiction, Interpersonal relations -- Juvenile fiction, Vermont -- History -- 20th century -- Juvenile fiction",https://www.gutenberg.org/ebooks/1450
20916,The Arabian Nights: Their Best-known Tales (42),Unknown,"Mar 27, 2007",English,PZ: Language and Literatures: Juvenile belles lettres,"Fairy tales, Arabs -- Folklore, Folklore -- Arab countries, Tales -- Arab countries, Fairy tales -- Arab countries",https://www.gutenberg.org/ebooks/20916
10732,The Essays of Arthur Schopenhauer; Studies in Pessimism by Arthur Schopenhauer (42),"Schopenhauer, Arthur, 1788-1860","Jan 1, 2004",English,"B: Philosophy, Psychology, Religion",Pessimism,https://www.gutenberg.org/ebooks/10732
13701,"The Philippine Islands, 1493-1898 — Volume 07 of 55 (42)",Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/13701
45634,Myths of the Cherokee by James Mooney (42),"Mooney, James, 1861-1921","May 11, 2014",English,E011: History: America: America,"Tales -- Southern States, Cherokee Indians -- Folklore, Cherokee mythology, Legends -- Southern States, Cherokee Indians -- History",https://www.gutenberg.org/ebooks/45634
883,Our Mutual Friend by Charles Dickens (42),"Dickens, Charles, 1812-1870","Apr 27, 2006",English,PR: Language and Literatures: English literature,"Satire, London (England) -- Fiction, Inheritance and succession -- Fiction, Love stories, Poor families -- Fiction, Social classes -- Fiction, Deception -- Fiction",https://www.gutenberg.org/ebooks/883
25609,A Child's Garden of Verses by Robert Louis Stevenson (42),"Stevenson, Robert Louis, 1850-1894","May 26, 2008",English,PR: Language and Literatures: English literature,"Children's poetry, English",https://www.gutenberg.org/ebooks/25609
43383,Galen: On the Natural Faculties by Galen (42),Galen,"Aug 2, 2013",English,PA: Language and Literatures: Classical Languages and Literature,"Physiology, Medicine, Greek and Roman",https://www.gutenberg.org/ebooks/43383
30903,El Filibusterismo (Continuación del Noli me tángere) by José Rizal (42),"Rizal, José, 1861-1896","Jan 9, 2010",Spanish,"PQ: Language and Literatures: Romance literatures: French, Italian, Spanish, Portuguese","Nationalists -- Philippines -- Fiction, Philippine fiction (Spanish), Philippines -- History -- Fiction",https://www.gutenberg.org/ebooks/30903
1093,The Beast in the Jungle by Henry James (42),"James, Henry, 1843-1916","Nov 1, 1997",English,PS: Language and Literatures: American and Canadian literature,"Conduct of life -- Fiction, Fate and fatalism -- Fiction, Man-woman relationships -- Fiction, Egoism -- Fiction",https://www.gutenberg.org/ebooks/1093
2529,The Analysis of Mind by Bertrand Russell (42),"Russell, Bertrand, 1872-1970","Feb 1, 2001",English,"BF: Philosophy, Psychology, Religion: Psychology, Philosophy, Psychoanalysis","Psychology, Consciousness, Knowledge, Theory of",https://www.gutenberg.org/ebooks/2529
14314,Etiquette by Emily Post (42),"Post, Emily, 1873-1960","Dec 10, 2004",English,"BJ: Philosophy, Psychology, Religion: Ethics, Social usages, Etiquette, Religion",Etiquette,https://www.gutenberg.org/ebooks/14314
38145,"Human, All Too Human: A Book for Free Spirits by Friedrich Wilhelm Nietzsche (42)","Nietzsche, Friedrich Wilhelm, 1844-1900","Nov 26, 2011",English,"B: Philosophy, Psychology, Religion",Human beings,https://www.gutenberg.org/ebooks/38145
550,Silas Marner by George Eliot (42),"Eliot, George, 1819-1880","Jun 1, 1996",English,PR: Language and Literatures: English literature,"England -- Fiction, Domestic fiction, Fathers and daughters -- Fiction, Adopted children -- Fiction, Foundlings -- Fiction, Weavers -- Fiction",https://www.gutenberg.org/ebooks/550
67092,El paraíso perdido by John Milton (42),"Milton, John, 1608-1674","Jan 3, 2022",Spanish,PR: Language and Literatures: English literature,"Milton, John, 1608-1674, Milton, John, 1608-1674 -- Adaptations",https://www.gutenberg.org/ebooks/67092
17,The Book of Mormon by Church of Jesus Christ of Latter-day Saints and Jr. Joseph Smith (42),Church of Jesus Christ of Latter-day Saints,"Jun 25, 2008",English,"BX: Philosophy, Psychology, Religion: Christianity: Churches, Church movements","Church of Jesus Christ of Latter-day Saints -- Sacred books, Mormon Church -- Sacred books",https://www.gutenberg.org/ebooks/17
1515,The Merchant of Venice by William Shakespeare (42),"Shakespeare, William, 1564-1616","Nov 1, 1998",English,PR: Language and Literatures: English literature,"Comedies, Jews -- Italy -- Drama, Moneylenders -- Drama, Venice (Italy) -- Drama",https://www.gutenberg.org/ebooks/1515
4024,The Man of Destiny by Bernard Shaw (42),"Shaw, Bernard, 1856-1950","May 1, 2003",English,PR: Language and Literatures: English literature,"Napoleon I, Emperor of the French, 1769-1821 -- Drama, Italy -- Drama",https://www.gutenberg.org/ebooks/4024
57628,"The Principles of Psychology, Volume 1 (of 2) by William James (42)","James, William, 1842-1910","Aug 2, 2018",English,"BF: Philosophy, Psychology, Religion: Psychology, Philosophy, Psychoanalysis",Psychology,https://www.gutenberg.org/ebooks/57628
32474,"The Memoirs of the Conquistador Bernal Diaz del Castillo, Vol 1 (of 2) by Bernal Díaz del Castillo (41)","Díaz del Castillo, Bernal, 1496-1584","May 21, 2010",English,F1201: North America local history: Mexico,"Mexico -- History -- Conquest, 1519-1540",https://www.gutenberg.org/ebooks/32474
847,Lays of Ancient Rome by Baron Thomas Babington Macaulay Macaulay (41),"Macaulay, Thomas Babington Macaulay, Baron, 1800-1859","Jan 21, 2006",English,PR: Language and Literatures: English literature,Rome -- History -- Poetry,https://www.gutenberg.org/ebooks/847
39293,The Gentlemen's Book of Etiquette and Manual of Politeness by Cecil B. Hartley (41),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/39293
27200,Fairy Tales of Hans Christian Andersen by H. C.  Andersen (41),"Andersen, H. C. (Hans Christian), 1805-1875","Nov 8, 2008",English,PZ: Language and Literatures: Juvenile belles lettres,"Short stories, Fairy tales, Fairy tales -- Denmark, Children's stories, Danish -- Translations into English",https://www.gutenberg.org/ebooks/27200
10609,English Literature by William J.  Long (41),"Long, William J. (William Joseph), 1867-1952","Jan 1, 2004",English,PR: Language and Literatures: English literature,English literature -- History and criticism,https://www.gutenberg.org/ebooks/10609
5921,"The History of Don Quixote, Volume 1, Complete by Miguel de Cervantes Saavedra (41)","Cervantes Saavedra, Miguel de, 1547-1616","Jul 19, 2004",English,"PQ: Language and Literatures: Romance literatures: French, Italian, Spanish, Portuguese","Spain -- Social life and customs -- 16th century -- Fiction, Knights and knighthood -- Spain -- Fiction, Picaresque literature, Romances",https://www.gutenberg.org/ebooks/5921
2009,The Origin of Species by Means of Natural Selection by Charles Darwin (41),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/2009
3,John F. Kennedy's Inaugural Address by John F.  Kennedy (41),"Kennedy, John F. (John Fitzgerald), 1917-1963","Nov 1, 1973",English,E838: History: America: Later twentieth century (1961-),"United States -- Foreign relations -- 1961-1963, Presidents -- United States -- Inaugural addresses",https://www.gutenberg.org/ebooks/3
3188,Mark Twain's Speeches by Mark Twain (41),"Twain, Mark, 1835-1910","Sep 17, 2004",English,PS: Language and Literatures: American and Canadian literature,"Speeches, addresses, etc., American",https://www.gutenberg.org/ebooks/3188
202,My Bondage and My Freedom by Frederick Douglass (41),"Douglass, Frederick, 1818-1895","Jul 2, 2008",English,E300: History: America: Revolution to the Civil War (1783-1861),"Douglass, Frederick, 1818-1895, Enslaved persons -- Maryland -- Social conditions -- 19th century, African American abolitionists -- Biography, Abolitionists -- United States -- Biography, Antislavery movements -- United States -- History -- 19th century, Fugitive slaves -- Maryland -- Biography, Plantation life -- Maryland -- History -- 19th century",https://www.gutenberg.org/ebooks/202
10607,The Real Mother Goose (41),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/10607
1081,Dead Souls by Nikolai Vasilevich Gogol (41),"Gogol, Nikolai Vasilevich, 1809-1852","Oct 1, 1997",English,"PG: Language and Literatures: Slavic (including Russian), Languages and Literature","Satire, Humorous stories, Russia -- Social life and customs -- 1533-1917 -- Fiction, Swindlers and swindling -- Russia -- Fiction",https://www.gutenberg.org/ebooks/1081
47677,"Ars Amatoria; or, The Art Of Love by Ovid (41)",Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/47677
1672,Gorgias by Plato (41),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/1672
